动物名称,动物简介,动物图片,动物声音
牦牛,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/38_Yak%E7%89%A6%E7%89%9B.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A57Z%2F-1%2F%2F21104bfadc6de70b2f705af8c0d618ccf9aef4630b41362bda950db7a62d0cac,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/38_Yak%E7%89%A6%E7%89%9B.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A00%3A57Z%2F-1%2F%2F33f6a13c6a0552d3b427b75f57c800bd803bc575f7068d803dc0ec9a63dbca9f
小鸡,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/39_chicks%E5%B0%8F%E9%B8%A1.jpg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A57Z%2F-1%2F%2F555941a3f2ff3049cdb6bc64e5ab5827d292ca67f4c6dcb84b8ab969665668aa,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/39_chicks%E5%B0%8F%E9%B8%A1.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A00%3A57Z%2F-1%2F%2Fc412cae4e8474df635de64d2f1ec58c91c44aa3496d5c75e425ba0fea936b84b
母鸡,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/41_geese%E9%B9%85.jpg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A57Z%2F-1%2F%2Fc241827652926a5ffcc0678feeb2b33915af169a85cfee6b3b49bf1cf9105dc9,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/40_hen%E6%AF%8D%E9%B8%A1.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A00%3A57Z%2F-1%2F%2F8536186822263b46e8f40bc145168d221723d08a85003978b3ac587cf67dc16c
鹅,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/41_geese%E9%B9%85.jpg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A57Z%2F-1%2F%2Fc241827652926a5ffcc0678feeb2b33915af169a85cfee6b3b49bf1cf9105dc9,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/41_geese%E9%B9%85.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A00%3A57Z%2F-1%2F%2F7fedadf4a649ed35c4074588b46e29d0d3f0004d82e0f66a6462df78f091800b
驴,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/42_donkey%E9%A9%B4.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A58Z%2F-1%2F%2F11c66dfd517ac960e8c81b10612919f9efe3a22a67269e78b3a60af5391a9ccf,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/42_donkey%E9%A9%B4.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A00%3A57Z%2F-1%2F%2Fb84c05e9dbe92fcb35ae3c2f9c3816a847a9944ed150f536b5790f9b276c6c75
老鼠,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/43_mouse%E8%80%81%E9%BC%A0.jpg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A58Z%2F-1%2F%2F9a8fdc3f65a8b825eac522564cbd0643609152c52a9fb0de11384e37b907cc5a,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/43_mouse%E8%80%81%E9%BC%A0.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A00%3A57Z%2F-1%2F%2F44bc5956a600786720e2abbe6d673e833bab8bfb89c8411333c1415a6ae02a26
兔子,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/44_Rabbit%E5%85%94%E5%AD%90.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A58Z%2F-1%2F%2Fcf50c2c892bada2a2573ae2f53f58c2c2ea8b56cacb91ad3e854f67aa33b04de,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/44_Rabbit%E5%85%94%E5%AD%90.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A00%3A57Z%2F-1%2F%2F5c7e641a6d7dcf1d073fe615212b2f4b4aa5f850d9f2d36b8bf6affe656b8661
鸽子,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/45_pigeon%E9%B8%BD%E5%AD%90.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A58Z%2F-1%2F%2Fb1ab1f08362cd748596c5a2e406ecc90a9a8f120bdfa29dddb805efe0dc186dd,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/45_pigeon%E9%B8%BD%E5%AD%90.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A00%3A57Z%2F-1%2F%2F40a185e0a95cac27f4e247308fcb5dafa749cc0e5830b1929134a44ac807e319
蟾蜍,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/46_toad%E8%9F%BE%E8%9C%8D.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A58Z%2F-1%2F%2F6340dc964676283f8449ac1a262bafc3b2d869952298494b2bc7d89b71ec8fb4,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/46_toad%E8%9F%BE%E8%9C%8D.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A00%3A57Z%2F-1%2F%2F29746a093c717403b032982984136dc52aaf13a3eb846ce304ca99ecee58f998
壁虎,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/47_walllizard%E5%A3%81%E8%99%8E.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A58Z%2F-1%2F%2Fb0662085329f9c221229e6ce2d9ee3082910c6abd4efc9fd56cc5babb341ff29,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/47_walllizard%E5%A3%81%E8%99%8E.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A00%3A57Z%2F-1%2F%2F17fdbd7b851cadfb8ad155d22b7e30e6651c84421c80cd73dd1f02219c53fa15
麻雀,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/48_sparrow%E9%BA%BB%E9%9B%80.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A58Z%2F-1%2F%2F31e589d3b073a6a2e9e3fd3f7f77bcef8818df8b1fa38207f17e6b45e2af6a3d,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/48_sparrow%E9%BA%BB%E9%9B%80.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A00%3A57Z%2F-1%2F%2F94f1b68f4c1ba94270a3a3e92cc6c7db71f075e3588c8437dfc9a41cdb47dbd4
老虎,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/50_tiger%E8%80%81%E8%99%8E.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A58Z%2F-1%2F%2F0c3d320f1ed1ce2f3062732916c1cf479a72e5470769207b4b4ee6b73c711653,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/50_tiger%E8%80%81%E8%99%8E.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A00%3A58Z%2F-1%2F%2Ffa41a578e141e3a9e6f33c9349d2b17d62bf4d35a5954237b1f2e06b7777b069
猴子,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/51_Monkey%E7%8C%B4%E5%AD%90.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A15Z%2F-1%2F%2Fcf5230d272f2e29b135787e65057c755be00952ad4975de8c7acc3f36e3ce054,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/51_Monkey%E7%8C%B4%E5%AD%90.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A01%3A35Z%2F-1%2F%2F5b9ea0f70e565b45ac022ce8c2fb440b207fe26880403fc1e4d9faa65a9f6a31
骆驼,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/52_camel%E9%AA%86%E9%A9%BC.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A15Z%2F-1%2F%2F2770ebd1bc6ef33517bf24c92cbdece0e8813363a75c7482fa8de7fa87f899a4,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/52_camel%E9%AA%86%E9%A9%BC.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A01%3A35Z%2F-1%2F%2F497fdddb550de76c68d23ef5073ecfb012f0d4fb1fbab40099483b1ea932b4e3
狼,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/53_wolf%E7%8B%BC.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A15Z%2F-1%2F%2Fa16e3ddf175e7ea10c0c28e170c1aa426273fe73cb67e02051d8f1f6b250290d,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/53_wolf%E7%8B%BC.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A01%3A35Z%2F-1%2F%2F3fc973235477a4f8b1aa67b2f95e12ea58dd2e29e1b1bce45f2ecb2e66d827e3
犀牛,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/54_rhino%E7%8A%80%E7%89%9B.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A16Z%2F-1%2F%2F7d702a259e0d643c895383beb72279947514021362066f74e887a30b2e955705,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/54_rhino%E7%8A%80%E7%89%9B.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A01%3A35Z%2F-1%2F%2F50a94a520523cb0cf62334a8f5de6146e3d72cc321c14d64a1915fbe083580ac
鳄龟,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/55_crocodile%E9%B3%84%E9%B1%BC.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A16Z%2F-1%2F%2Fcb341767bcc3e002be454a570d8e0b0fc13f79f0c8744c3f515553328051d37a,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/55_crocodile%E9%B3%84%E9%B1%BC.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A01%3A35Z%2F-1%2F%2F54d455b0df61b233984d6afd615d944335aacf4f06da347a14960644ae440b41
鬣狗,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/56_Hyena%E9%AC%A3%E7%8B%97.jpg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A16Z%2F-1%2F%2F37eddf7bf4bd4c540b85fb57da86e42226f6994f9ba0de8739f4abd30995020b,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/56_Hyena%E9%AC%A3%E7%8B%97.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A01%3A35Z%2F-1%2F%2F706710dfedce3389916a6c83c5e997c74574628cf7df50b70d3de2c22bab0956
眼镜蛇,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/57_cobra%E7%9C%BC%E9%95%9C%E8%9B%87.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A16Z%2F-1%2F%2F2fda470df85c17809612b99c3c0274adddcc17995fc41fcaa86834702c0c87d0,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/57_cobra%E7%9C%BC%E9%95%9C%E8%9B%87.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A01%3A36Z%2F-1%2F%2F33b9193be029890e6dd78d9a4d21dcbf4d2b8eab1995196bec4b49e92577c6aa
响尾蛇,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/58_rattlesnake%E5%93%8D%E5%B0%BE%E8%9B%87.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A16Z%2F-1%2F%2F4c434806ebc789c79325a50def2659038489050c67de06956efe588d20d308ee,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/58_rattlesnake%E5%93%8D%E5%B0%BE%E8%9B%87.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A01%3A36Z%2F-1%2F%2F0cdb996b120e7175e0e33a4d30e5c77f278ec65285fabcf53645ea12c28256f1
狐狸,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/59_Fox%E7%8B%90%E7%8B%B8.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A16Z%2F-1%2F%2F4ca7016e0d15bae8fe3811be0edd2d32274dc2337f1ff8b49acca3dce5aa1918,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/59_Fox%E7%8B%90%E7%8B%B8.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A01%3A36Z%2F-1%2F%2F960fdb351a6a6cf32e3e014f4ed7735d869609fc5f9d459994e18d584a2bbd64
梅花鹿,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/60_SikaDeer%E6%A2%85%E8%8A%B1%E9%B9%BF.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A16Z%2F-1%2F%2F3e10beac87acf17bbb616c0d681c1d32b47c05be1e64f2cbaeaa19ce9e059440,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/60_SikaDeer%E6%A2%85%E8%8A%B1%E9%B9%BF.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A01%3A36Z%2F-1%2F%2F4bf527bd78806fc2ecef25acca94086c1df97cde19448fc8e7ba09684d698e9e
羚羊,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/61_antelope%E7%BE%9A%E7%BE%8A.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A16Z%2F-1%2F%2Fdfd2731dffd82454bede58854b64bd4021c3ca7d242390c018cebec96c7c41a4,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/61_antelope%E7%BE%9A%E7%BE%8A.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A01%3A36Z%2F-1%2F%2F8124af1aeb88dd454b82a31f8ebfe04556938820058b7709d4e00c44c51a70fb
水牛,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/62_buffalo%E6%B0%B4%E7%89%9B.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A17Z%2F-1%2F%2F96fda97b0df734137c17a1b5a07de39ef1a871600cccc4a86e48064c305039c5,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/62_buffalo%E6%B0%B4%E7%89%9B.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A01%3A36Z%2F-1%2F%2F1bdffa14db6c97ddd746ef00dc4091989a1edce7b37536f663bc58c8124ab250
羊驼,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/63_alpaca%E7%BE%8A%E9%A9%BC.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A17Z%2F-1%2F%2Fdb4e5b8905e415f051664f09c0a4408ea8c6a4758414384135fcf9385571b2ea,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/63_alpaca%E7%BE%8A%E9%A9%BC.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A01%3A36Z%2F-1%2F%2Fcd90683f233ba2d01866e43fedae9e2464caa79d95612f240b142685565a45fb
麋鹿,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/64_elk%E9%BA%8B%E9%B9%BF.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A16Z%2F-1%2F%2F81cdbd439f0ec3533e5466b1c11d337652082538ba16f7ba9eacc4084977bf8e,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/64_elk%E9%BA%8B%E9%B9%BF.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A01%3A36Z%2F-1%2F%2F8ea6954e15e0ed0e4e56ff8fbbedf7f006afe694e37c9ecd5cf4c126afdab990
袋鼠,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/65_kangaroo%E8%A2%8B%E9%BC%A0.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A17Z%2F-1%2F%2F2003f92a45997625de1a4b923641a514e64a5494bf6d41edf6aa77ede0facf0c,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/65_kangaroo%E8%A2%8B%E9%BC%A0.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A01%3A36Z%2F-1%2F%2F753baab1cbf2125367e20e7e3e8c9728202e244c8584a75501f2d8efb9c61453
蜥蜴,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/66_lizard%E8%9C%A5%E8%9C%B4.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A17Z%2F-1%2F%2F0698acb25bb7e69680456f9f6a518ee487fccc52e71a2e850e036fd3acad4f24,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/66_lizard%E8%9C%A5%E8%9C%B4.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A01%3A36Z%2F-1%2F%2F14700330c6a667ae29f34827d7d592ccf1c9aea2a41f037e5d358d4f1f79b250
鹰,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/67_Eagle%E9%B9%B0.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A17Z%2F-1%2F%2F07e00b7b1f7af6e3a5af2c5ed2ccc10baa6d7071084bd7b02eb41fb7c9347fb9,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/67_Eagle%E9%B9%B0.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A01%3A36Z%2F-1%2F%2F88ae69673e4deef87d3a79f9adcfe352b806c05dd0eb7a081e0588c223f3df7d
秃鹫,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/68_vultures%E7%A7%83%E9%B9%AB.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A17Z%2F-1%2F%2F0143d35141b74c3aab5eae2ad77590afdc297c1e27a76e816d9d63395ca32812,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/68_vultures%E7%A7%83%E9%B9%AB.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A01%3A36Z%2F-1%2F%2F09ac4ff759bbe9ff839dc8e1a589639dc13d7ab87b7d7a1ee4d2fd99a67aaa79
食蚁兽,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/69_anteater%E9%A3%9F%E8%9A%81%E5%85%BD.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A17Z%2F-1%2F%2Fb91340c6e5bec9b0036ed0d0a968062d74badd7b579ec2bdb849dd40b965faf6,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/69_anteater%E9%A3%9F%E8%9A%81%E5%85%BD.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A01%3A37Z%2F-1%2F%2Fb41a36f258d8249eb40f980163daab466c7e6fff08060daf67e5c74972d3c72a
豪猪,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/70_porcupine%E8%B1%AA%E7%8C%AA.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A18Z%2F-1%2F%2F6754d7796e7745a9bfc73b86976fa1ff602eea56565887546cca45d07dbe17df,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/70_porcupine%E8%B1%AA%E7%8C%AA.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A01%3A37Z%2F-1%2F%2Fe9ebf4b43b814dae69ba202abb14999060ee056af618359238bf0d5987158d68
野猪,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/71_boar%E9%87%8E%E7%8C%AA.jpg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A18Z%2F-1%2F%2F39d365aa830580a69446a6b29cf9b57059872a65ee7da0dcf6e36d3ed30adf95,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/71_boar%E9%87%8E%E7%8C%AA.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A01%3A37Z%2F-1%2F%2Fd8e40787892c6e5642ea828cb59df37f894ab34b33c977245a536e4480ce4e0a
熊猫,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/72_panda%E7%86%8A%E7%8C%AB.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A18Z%2F-1%2F%2Fe43c425561b02d6c5f97a4639485f2c6bd24e770760bc98d839334788d048f76,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/72_panda%E7%86%8A%E7%8C%AB.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A01%3A39Z%2F-1%2F%2F0561b82a70db186878308c05c52b62caa3fbd6c9d2c3f1e08ffcc28ad1ab36ba
黄鼠狼,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/73_Weasel%E9%BB%84%E9%BC%A0%E7%8B%BC.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A18Z%2F-1%2F%2F22d0251005ff89b30df561bb40289d6cc015137372547b4fec816ce797f765c3,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/73_Weasel%E9%BB%84%E9%BC%A0%E7%8B%BC.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A01%3A39Z%2F-1%2F%2Ffda1ee06c6ec7a05085287e527230498b22821244bc402e0dce43f8dd34bd209
蝉,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/74_cicada%E8%9D%89.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A18Z%2F-1%2F%2F2771ac6c459c9d1355044ed0f5864cd8420ba05f3ee824b6a14b9f49824f9e66,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/74_cicada%E8%9D%89.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A01%3A39Z%2F-1%2F%2F0cb2e5b579e40cf05db0b94483bad458bceb6ea76b6fb8ab84b3b688ff77df48
蝗虫,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/75_locust%E8%9D%97%E8%99%AB.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A18Z%2F-1%2F%2F0be78cd90318c798df20f2d2ae46fab7fa82a86abcb550eeed2cf042977bf698,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/75_locust%E8%9D%97%E8%99%AB.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A01%3A39Z%2F-1%2F%2F32ae4042b3d19460bdc64750f2268846bf59f52c125dc1efd834c80c898de881
