动物名称,动物简介,动物图片,动物声音
梅花鹿,鹿的一种，夏季毛栗红色，背部有白斑，冬季毛变成棕黄色，白斑变得不明显。四肢细而强壮，善跑。雄鹿有角，初生的角叫鹿茸，可入药。,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/60_SikaDeer%E6%A2%85%E8%8A%B1%E9%B9%BF.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A16Z%2F-1%2F%2F3e10beac87acf17bbb616c0d681c1d32b47c05be1e64f2cbaeaa19ce9e059440,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/60_SikaDeer%E6%A2%85%E8%8A%B1%E9%B9%BF.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A31%3A12Z%2F-1%2F%2Fb391636425cb1a7c8b1144637e6e4a23d4163f558d2c0b8d8a2399a61b10a0e2
羚羊,哺乳动物。形状略像山羊，但角细圆有节。生活在草原和半荒漠地区。种类较多，产于中国的有高鼻羚羊、原羚、鹅喉羚和藏羚等。是中国国家重点保护动物。,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/61_antelope%E7%BE%9A%E7%BE%8A.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A16Z%2F-1%2F%2Fdfd2731dffd82454bede58854b64bd4021c3ca7d242390c018cebec96c7c41a4,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/61_antelope%E7%BE%9A%E7%BE%8A.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A31%3A13Z%2F-1%2F%2F863fa83614f29d664b34ada7db3a28e06c33cb8e63a38cc44cbfb030e0514cc4
水牛,牛的一种，角粗大弯曲，作新月形，毛灰黑色，暑天喜欢浸在水中，吃青草等。适于水田耕作。,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/62_buffalo%E6%B0%B4%E7%89%9B.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A17Z%2F-1%2F%2F96fda97b0df734137c17a1b5a07de39ef1a871600cccc4a86e48064c305039c5,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/62_buffalo%E6%B0%B4%E7%89%9B.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A31%3A13Z%2F-1%2F%2F573a9b9c9a0966361bfbc131b824f953929ab9fb7b8c3e074d8775fc9de28817
羊驼,羊驼为偶蹄目、骆驼科的动物，体重55-65千克，头体长度1200-2250毫米。外形有点像绵羊，一般栖息于海拔4000米的高原。,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/63_alpaca%E7%BE%8A%E9%A9%BC.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A17Z%2F-1%2F%2Fdb4e5b8905e415f051664f09c0a4408ea8c6a4758414384135fcf9385571b2ea,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/63_alpaca%E7%BE%8A%E9%A9%BC.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A31%3A13Z%2F-1%2F%2Fea5fd51eb0a20b527e654f82888c108b13bc9b6fb03412b708ea2239939ca5a2
麋鹿,也叫四不像。哺乳动物。过去认为它角似鹿，头似马，体似驴，蹄似牛，但又不全像以上四种动物中的一种，故名。毛淡褐色，性温驯，食植物。是中国特有珍稀动物。由于历代无节制地猎捕，现已无野生种。,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/64_elk%E9%BA%8B%E9%B9%BF.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A16Z%2F-1%2F%2F81cdbd439f0ec3533e5466b1c11d337652082538ba16f7ba9eacc4084977bf8e,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/64_elk%E9%BA%8B%E9%B9%BF.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A31%3A14Z%2F-1%2F%2F5c62e42fdd00d6ab1551dc7158294c232726685dcfad78ff1686c844ff4da84c
袋鼠,哺乳动物。前肢 短小，后肢粗大，善于跳跃。尾粗大，能支持身体。雌的腹部有育儿袋，胎儿发育未完全即生产，在育 儿袋内哺育。以植物为食。分布于澳大利亚。,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/65_kangaroo%E8%A2%8B%E9%BC%A0.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A17Z%2F-1%2F%2F2003f92a45997625de1a4b923641a514e64a5494bf6d41edf6aa77ede0facf0c,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/65_kangaroo%E8%A2%8B%E9%BC%A0.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A31%3A58Z%2F-1%2F%2Ff4d10d39a723e87c0d1393eaee477043569cd399ff263128cf585b0289ded326
蜥蜴,爬行动物，身体表面有细小鳞片，多数有四肢，尾巴细长，为迷惑敌害，可自行断掉。雄的背面青绿色，有黑色直纹数条，雌的背面淡褐色，两侧各有黑色直纹一条，腹面都呈淡黄色。生活在草丛中，捕食昆虫和其他小动物。也叫四脚蛇。,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/66_lizard%E8%9C%A5%E8%9C%B4.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A17Z%2F-1%2F%2F0698acb25bb7e69680456f9f6a518ee487fccc52e71a2e850e036fd3acad4f24,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/66_lizard%E8%9C%A5%E8%9C%B4.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A31%3A15Z%2F-1%2F%2F966ce0fe39bf8625e6dfef3e99f1c1c8f136b38f4eb5044c795a1fa6c1300c98
鹰,鸟，上嘴呈钩形，颈短，脚部有长毛，足趾有长而锐利的爪。是猛禽，捕食小兽及其他鸟类。种类很多，如苍鹰、雀鹰、老鹰等。,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/67_Eagle%E9%B9%B0.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A17Z%2F-1%2F%2F07e00b7b1f7af6e3a5af2c5ed2ccc10baa6d7071084bd7b02eb41fb7c9347fb9,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/67_Eagle%E9%B9%B0.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A31%3A15Z%2F-1%2F%2F3b23b3dae148dc61fa302dfbab2be7ff80dd1fe983cdd0ca76c896717760a99f
秃鹫,鸟类。大型猛禽。体长约1.2米。体羽主要呈黑褐色。头被绒羽，颈后有部分裸秃，故名。栖息高山，嗜食鸟、兽等的尸体。终年留居中国西部山地。,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/68_vultures%E7%A7%83%E9%B9%AB.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A17Z%2F-1%2F%2F0143d35141b74c3aab5eae2ad77590afdc297c1e27a76e816d9d63395ca32812,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/68_vultures%E7%A7%83%E9%B9%AB.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A31%3A16Z%2F-1%2F%2F3c8146d9d66aed0cab871c920b8b8db64d5bfc1d262ea47ccd0b68187eecb186
食蚁兽,哺乳动物。体长约1.3米。尾部密生长毛。头细长。眼和耳极小。吻成管状。无齿，舌细长，能伸缩，借以舐食蚁类及其他昆虫。体灰色，背面两侧有宽阔的纵纹，纹的边缘白色。分布于中美和南美洲的热带地区。,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/69_anteater%E9%A3%9F%E8%9A%81%E5%85%BD.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A17Z%2F-1%2F%2Fb91340c6e5bec9b0036ed0d0a968062d74badd7b579ec2bdb849dd40b965faf6,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/69_anteater%E9%A3%9F%E8%9A%81%E5%85%BD.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A31%3A17Z%2F-1%2F%2F739378ae85b5d04a9c26c06d25a78fcbec38efe4d271a088b7f12e869efbd9c9
豪猪,哺乳动物，全身黑色或褐色，自肩部以后长着许多长而硬的刺，遇敌害时竖起，穴居，昼伏夜出，吃植物等，常盗食农作物。,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/70_porcupine%E8%B1%AA%E7%8C%AA.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A18Z%2F-1%2F%2F6754d7796e7745a9bfc73b86976fa1ff602eea56565887546cca45d07dbe17df,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/70_porcupine%E8%B1%AA%E7%8C%AA.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A31%3A17Z%2F-1%2F%2F03ea0b39911cb9b674e9b85df0aab7aacdfe24218cb5b1c5f8e13d984be16842
野猪,哺乳动物。体长约1.2米。体面疏生刚毛，黑褐色。犬齿极发达，雄的成巨牙状。吻部比家猪长。性凶暴。通常夜出掘食农作物。中国各地均产。,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/71_boar%E9%87%8E%E7%8C%AA.jpg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A18Z%2F-1%2F%2F39d365aa830580a69446a6b29cf9b57059872a65ee7da0dcf6e36d3ed30adf95,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/71_boar%E9%87%8E%E7%8C%AA.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A31%3A17Z%2F-1%2F%2F54fa297feeba6c9a14417d150d4185ac3936b10ffbde8f71a7e97633fcb044bb
熊猫,哺乳动物。体肥胖，尾短，似熊而略小，两耳、眼周、肩部和四肢黑色，其余部分白色。食竹叶、竹笋等。生活在西南高山地区。是中国国家重点保护动物。,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/72_panda%E7%86%8A%E7%8C%AB.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A18Z%2F-1%2F%2Fe43c425561b02d6c5f97a4639485f2c6bd24e770760bc98d839334788d048f76,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/72_panda%E7%86%8A%E7%8C%AB.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A31%3A18Z%2F-1%2F%2F28ef5a4a820ee577e60fe68b0e2189534115f7e71c6ca69749a72021e2a3590a
黄鼠狼,哺乳动物，身体细长，四肢短，尾蓬松，背部棕灰色。昼伏夜出，主要捕食鼠类，有时也吃家禽。尾毛可制毛笔。,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/73_Weasel%E9%BB%84%E9%BC%A0%E7%8B%BC.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A18Z%2F-1%2F%2F22d0251005ff89b30df561bb40289d6cc015137372547b4fec816ce797f765c3,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/73_Weasel%E9%BB%84%E9%BC%A0%E7%8B%BC.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A31%3A18Z%2F-1%2F%2F17ff3417d05649bd2507d4e88ab4d2391d15d3c36846605f05ad7f8febab576b
蝉,昆虫，种类很多，雄的腹部有发音器，能连续不断发出尖锐的声音。幼虫生活在土里，吸食植物根的汁液。成虫刺吸植物的汁。,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/74_cicada%E8%9D%89.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A18Z%2F-1%2F%2F2771ac6c459c9d1355044ed0f5864cd8420ba05f3ee824b6a14b9f49824f9e66,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/74_cicada%E8%9D%89.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A31%3A19Z%2F-1%2F%2F2b4964bdad3ea93e76286776b7aef0ef05767b79cc4f5c8169fbd713444cb4ff
蝗虫,昆虫，口器坚硬，前翅狭窄而坚韧，后翅宽大而柔软，后肢很发达，善于跳跃，多数善于飞行。主要危害禾本科植物，是农业害虫。种类很多。有的地区叫蚂蚱。,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/75_locust%E8%9D%97%E8%99%AB.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A18Z%2F-1%2F%2F0be78cd90318c798df20f2d2ae46fab7fa82a86abcb550eeed2cf042977bf698,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/75_locust%E8%9D%97%E8%99%AB.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A31%3A19Z%2F-1%2F%2Fecc64687bf2ac5e775288c3b5d6f097f73a1feb953a3fe0e548700547856cb80
蜜蜂,昆虫，体表有很密的绒毛，前翅比后翅大，雄蜂触角较长，母蜂和工蜂有毒刺，能蜇人。成群居住。工蜂能采花粉酿蜜，帮助某些植物传粉。蜂蜜、蜂蜡、蜂王浆有很高的经济价值。,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/76_bee%E8%9C%9C%E8%9C%82.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A18Z%2F-1%2F%2Fd5d14c161c874c6de06ad741d81f32052909bf93ba955b08b2448d41cf2a32e3,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/76_bee%E8%9C%9C%E8%9C%82.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A31%3A19Z%2F-1%2F%2F7d1f1b8c9aa344d59d0a91c330e20a146c99c3dbf48becd76d0fcd6c023d1172
蚊子,昆虫，成虫身体细长，胸部有一对翅膀和三对细长的脚，幼虫（孑孓）和蛹都生长在水中。雄蚊吸植物的汁液。雌蚊吸人畜的血液，能传播疟疾、丝虫病、流行性乙型脑炎等病。最常见的有按蚊、库蚊和伊蚊三类。,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/77_mosquito%E8%9A%8A%E5%AD%90.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A18Z%2F-1%2F%2F00b246c6188c3ff0ebd4435a33aa3023b6ffb4da2123e8405c2fe09f466577d7,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/77_mosquito%E8%9A%8A%E5%AD%90.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A31%3A19Z%2F-1%2F%2F6bfe52ceee73065f406b3e1144a30f743802c34009e6df8949a5d82a97ace6a4
蝈蝈,昆虫。螽斯的一种。翅短，腹大。雄的前翅基部可摩擦发声。吃植物的嫩叶和花，危害农作物。,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/78_grasshopper%E8%9D%88%E8%9D%88.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A18Z%2F-1%2F%2F39216bd894ff5607401ed54df89e5134b689e3f732466ba7d4a5c328717d1b63,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/78_grasshopper%E8%9D%88%E8%9D%88.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A31%3A21Z%2F-1%2F%2F14702a36c52dcae58c28bf0e5ef13826736ff0e37b49871eb06c3951332cb365
蟋蟀,昆虫，身体黑褐色，触角很长，后腿粗大，善于跳跃。 尾部有尾须一对。雄的好斗，两翅摩擦能发声。生活在阴湿的地方，吃植物的根、茎和种子，对农业有害。也叫促织，有的地区叫蛐蛐儿。,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/79_cricket%E8%9F%8B%E8%9F%80.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A18Z%2F-1%2F%2F1ace6fc1d73aef287bfe38a020e192300fbd53618cd821b08971c6529f11a42f,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/79_cricket%E8%9F%8B%E8%9F%80.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A31%3A21Z%2F-1%2F%2F144e440dd6766cdc5e214a0269341178bb6d05fb1a7bf468f8fb77e2ac5bd469
蝙蝠,哺乳动物，头部和躯干像老鼠，四肢和尾部之间有皮质的膜，夜间在空中飞翔，吃蚊、蛾等昆虫。视力很弱，靠本身发出的超声波来引导飞行。,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/80_bat%E8%9D%99%E8%9D%A0.jpg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A19Z%2F-1%2F%2F7d3f08bedf54f688f9c20a33092e09832bcef066fdf1dd3162ca8747b7d19118,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/80_bat%E8%9D%99%E8%9D%A0.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A31%3A21Z%2F-1%2F%2F2cd5ffa8d2afc386d1ce03d43283d01dcb14ac45b5970690a5b7c5f39f81455d
考拉,又称树袋熊，体态憨厚，长相酷似小熊，有一身又厚又软的浓密灰褐色短毛，胸部、腹部、四肢内侧和内耳皮毛呈灰白色。,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/82_koala%E8%80%83%E6%8B%89.jpg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A19Z%2F-1%2F%2F6f2930d3df80af79cea4fb2d7f0c763545f3b9666546d11b6273043141db8706,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/82_koala%E8%80%83%E6%8B%89.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A31%3A22Z%2F-1%2F%2Fd2376592c308a9a64ae27ff52844e6c0fbf4b6334f96c81fc311056a28c54fef
娃娃鱼,又称大鲵。两栖动物。长60—70厘米。背面棕褐色，有 大黑斑，腹面色淡。头宽而扁，口大。躯干粗壮而扁，尾侧扁，四肢甚短。叫声似小孩啼哭。栖息于山 谷溪水中。是中国特有珍稀动物。,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/83_giantsalamander%E5%A8%83%E5%A8%83%E9%B1%BC.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A19Z%2F-1%2F%2Faadafffb6fc91baa0be1d5d5c87ff3e815b295cd63982725848e070fb5b8bd03,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/83_giantsalamander%E5%A8%83%E5%A8%83%E9%B1%BC.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A31%3A22Z%2F-1%2F%2F7415a9ad23febff8250c0cfa1539b19141bcc3e0de54da23b78f7343196aa085
小浣熊,因其食前要将食物在水中洗濯，故名浣熊。眼睛周围为黑色，尾有5-6个黑色环纹，体长65至75厘米，尾长约25厘米，皮毛的大部分为灰色，也有部分为棕色和黑色。也有罕见的白化种。,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/84_littleraccoon%E5%B0%8F%E6%B5%A3%E7%86%8A.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A19Z%2F-1%2F%2F04134f20966737e2a77f3c10430eeed39bfce144f6a9d54c2cf5fd6f005472ad,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/84_littleraccoon%E5%B0%8F%E6%B5%A3%E7%86%8A.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A31%3A23Z%2F-1%2F%2F7a4dfb1fa8f4cadd921e06c7c12822573de237aca3c19ce511be0d5865c8ce1a
海龟,爬行动物。外形和普通龟相似，体大，上颌平出，下颌略向上钩曲，颚缘有锯齿状缺刻。背甲橄榄色或棕褐色，腹甲黄色。四肢呈鳍状。以鱼、虾及海藻为食。广布于大西洋、太平洋和印度洋近海上层。,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/85_turtle%E6%B5%B7%E9%BE%9F.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A19Z%2F-1%2F%2F5f3590c45cd6a9f3b57e073531d8495dfb58776ad6c7e0f030ea81af516e61ae,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/85_turtle%E6%B5%B7%E9%BE%9F.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A31%3A23Z%2F-1%2F%2Fdc63d27a97544770bdbd7efbf8e3f4c3dff2f60d0a54c4f711518c0a2664005c
鲸,哺乳动物，种类很多，生活在海洋中，胎生，外形像鱼，体长可达30多米，是现在世界上最大的一类动物，头大，眼小，没有耳壳，前肢形成鳍，后肢完全退化，尾巴变成尾鳍，鼻孔在头的上部，用肺呼吸。俗称鲸鱼。,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/86_whale%E9%B2%B8.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A19Z%2F-1%2F%2F5e9736c2d462d742447b6dd29a236f0579aab213e64229fe5f1e5b3a53633de1,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/86_whale%E9%B2%B8.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A31%3A24Z%2F-1%2F%2F6174508a9b2536513b6aa72ff30d68f7acb44b1d40f0e3c53aff6f0cf8a35e98
水獭,哺乳动物。体长约70厘米。头扁，耳小，脚短，趾间有蹼。毛短而软密，背面深褐色，有光泽。栖息于水边，善游泳。通常夜间活动。分布于中国南北各地。,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/87_otter%E6%B0%B4%E7%8D%AD.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A19Z%2F-1%2F%2F1f339be6dd31ab27ae3d7c2913c50f369f99c8bac825c54979653f4fd99d2c29,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/87_otter%E6%B0%B4%E7%8D%AD.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A31%3A24Z%2F-1%2F%2Fa5d907cd54108c47c0917ce0cc2c6d856655f474dbadb18c36a0cf93742077ac
鸳鸯,鸟，外形像野鸭而较小，嘴扁，颈长，趾间有蹼，善于游泳，翅膀长，能飞。雄鸟有彩色羽毛，头后有铜赤、紫、绿等色的长冠毛，嘴红色。雌鸟羽毛苍褐色，嘴灰黑色，雌雄多成对生活在水边。,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/88_Mandarinduck%E9%B8%B3%E9%B8%AF.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A20Z%2F-1%2F%2Ffda39f60dac23bcf6eab7faa1dc4be6b5e370dac589281820b5d7b2b03f50f92,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/88_Mandarinduck%E9%B8%B3%E9%B8%AF.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A31%3A24Z%2F-1%2F%2F0eef74d229afa34c7f4175c3ca9a032d54a79d46e00f9aece8b357b13c9022bd
海豚,哺乳动物，身体纺锤形，长达2米多，鼻孔长在头顶上，喙细长，前肢呈鳍状，背鳍三角形。背部青黑色，腹部白色。生活在海洋中，吃鱼、乌贼、虾等。,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/89_Dolphin%E6%B5%B7%E8%B1%9A.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A19Z%2F-1%2F%2F7ed460b29cfc1eec114ab4aae33e9012a16cbd2e573ffab0b460b73538ebe1fc,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/89_Dolphin%E6%B5%B7%E8%B1%9A.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A31%3A25Z%2F-1%2F%2F57846142a6624e144363ac56afaf8d48ee8e4cff06a71828530024e96b90358f
